    0.00 15.560 u
   20.00 15.728 u
   21.00 15.690 u
   24.00 15.642 u
   26.00 15.666 u
   29.00 15.648 u
   30.00 15.646 u
   31.00 15.667 u
   32.00 15.609 u
   34.00 15.668 u
   37.00 15.609 u
   38.00 15.666 u
   39.00 15.624 u
   43.00 15.771 u
   44.00 15.801 u
   46.00 15.786 u
   47.00 15.767 u
   48.00 15.833 u
   49.00 15.868 u
   50.00 15.894 u
   52.00 15.902 u
   53.00 15.927 u
   54.00 15.897 u
   55.00 15.908 u
   56.00 15.869 u
   57.00 15.872 u
   58.00 15.905 u
   59.00 15.862 u
   60.00 15.884 u
   61.00 15.904 u
   62.00 15.890 u
   63.00 15.893 u
   64.00 15.896 u
   65.00 15.855 u
   66.00 15.878 u
   67.00 15.835 u
   68.00 15.849 u
   69.00 15.932 u
   70.00 15.866 u
   72.00 15.912 u
   73.00 15.838 u
   74.00 15.778 u
   75.00 15.801 u
   76.00 15.900 u
   77.00 15.860 u
   78.00 15.847 u
   79.00 15.866 u
   80.00 15.849 u
   82.00 15.882 u
   83.00 15.863 u
   86.00 15.861 u
   87.00 15.841 u
   88.00 15.828 u
   89.00 15.837 u
   90.00 15.852 u
   93.00 15.978 u
   94.00 15.984 u
   95.00 16.021 u
   97.00 15.979 u
   98.00 16.050 u
   99.00 16.014 u
  100.00 16.028 u
  101.00 16.071 u
  102.00 16.065 u
  106.00 16.091 u
  107.00 16.058 u
  108.00 16.101 u
  109.00 16.054 u
  112.00 15.970 u
  113.00 15.915 u
  114.00 15.908 u
  115.00 15.911 u
  116.00 15.940 u
  118.00 15.911 u
  119.00 15.877 u
  120.00 15.821 u
  121.00 15.827 u
  122.00 15.895 u
  124.00 15.849 u
  125.00 15.876 u
  126.00 15.850 u
  127.00 15.887 u
  128.00 15.874 u
  129.00 15.866 u
  130.00 15.853 u
  131.00 15.856 u
  132.00 15.853 u
  133.00 15.848 u
  134.00 15.799 u
  135.00 15.754 u
  137.00 15.732 u
  138.00 15.744 u
  139.00 15.742 u
  140.00 15.777 u
  141.00 15.759 u
  142.00 15.737 u
  143.00 15.781 u
  144.00 15.783 u
  145.00 15.740 u
  148.00 15.732 u
  151.00 15.731 u
  158.00 15.729 u
  160.00 15.688 u
  161.00 15.689 u
  162.00 15.698 u
  163.00 15.708 u
  165.00 15.718 u
  166.00 15.704 u
  167.00 15.752 u
  169.00 15.727 u
  170.00 15.763 u
  171.00 15.760 u
  172.00 15.743 u
  173.00 15.726 u
  175.00 15.712 u
  176.00 15.693 u
  177.00 15.751 u
  178.00 15.736 u
  182.00 15.682 u
  186.00 15.721 u
  187.00 15.766 u
  190.00 15.677 u
  191.00 15.656 u
  536.00 15.641 u
  538.00 15.650 u
  539.00 15.641 u
  562.00 15.467 u
  563.00 15.480 u
  564.00 15.507 u
  567.00 15.473 u
  676.00 14.782 u
  719.00 15.271 u
  721.00 15.264 u
  725.00 15.241 u
  729.00 15.202 u
  736.00 15.186 u
  741.00 15.195 u
  752.00 15.190 u
  753.00 15.179 u
  767.00 15.156 u
  769.00 15.117 u
  770.00 15.085 u
  771.00 15.093 u
  783.00 15.127 u
  785.00 15.179 u
  797.00 15.198 u
  798.00 15.214 u
  799.00 15.171 u
  806.00 15.426 u
  808.00 15.427 u
  810.00 15.402 u
  812.00 15.346 u
  821.00 15.282 u
  822.00 15.335 u
  825.00 15.343 u
  826.00 15.336 u
  837.00 15.472 u
  841.00 15.612 u
  852.00 15.607 u
  855.00 15.644 u
  862.00 15.652 u
  865.00 15.587 u
  866.00 15.553 u
  867.00 15.555 u
  868.00 15.582 u
  869.00 15.596 u
  870.00 15.632 u
  871.00 15.612 u
  872.00 15.618 u
  873.00 15.610 u
  874.00 15.588 u
  875.00 15.618 u
  876.00 15.606 u
  877.00 15.687 u
  878.00 15.703 u
  879.00 15.677 u
  880.00 15.663 u
  882.00 15.793 u
  883.00 15.788 u
  884.00 15.848 u
  885.00 15.859 u
  886.00 15.889 u
  887.00 15.915 u
  888.00 15.930 u
  889.00 15.930 u
  890.00 15.896 u
  891.00 15.850 u
  892.00 15.831 u
  893.00 15.859 u
  894.00 15.898 u
  895.00 15.912 u
  896.00 15.881 u
  897.00 15.880 u
  898.00 15.865 u
  899.00 15.873 u
  900.00 15.812 u
  901.00 15.834 u
  902.00 15.827 u
  904.00 15.830 u
  905.00 15.842 u
  906.00 15.816 u
  907.00 15.830 u
  908.00 15.848 u
  909.00 15.867 u
  910.00 15.921 u
  911.00 15.906 u
  912.00 15.945 u
  913.00 15.896 u
  914.00 15.889 u
  915.00 15.818 u
  916.00 15.787 u
  917.00 15.840 u
  919.00 15.796 u
  920.00 15.837 u
  921.00 15.772 u
  922.00 15.771 u
  923.00 15.777 u
  925.00 15.778 u
  926.00 15.751 u
  927.00 15.731 u
  928.00 15.667 u
  930.00 15.665 u
  932.00 15.696 u
  934.00 15.643 u
  935.00 15.643 u
  945.00 15.718 u
  948.00 15.754 u
    0.00 14.760 g
   20.00 14.928 g
   21.00 14.890 g
   24.00 14.842 g
   26.00 14.866 g
   29.00 14.848 g
   30.00 14.846 g
   31.00 14.867 g
   32.00 14.809 g
   34.00 14.868 g
   37.00 14.809 g
   38.00 14.866 g
   39.00 14.824 g
   43.00 14.971 g
   44.00 15.001 g
   46.00 14.986 g
   47.00 14.967 g
   48.00 15.033 g
   49.00 15.068 g
   50.00 15.094 g
   52.00 15.102 g
   53.00 15.127 g
   54.00 15.097 g
   55.00 15.108 g
   56.00 15.069 g
   57.00 15.072 g
   58.00 15.105 g
   59.00 15.062 g
   60.00 15.084 g
   61.00 15.104 g
   62.00 15.090 g
   63.00 15.093 g
   64.00 15.096 g
   65.00 15.055 g
   66.00 15.078 g
   67.00 15.035 g
   68.00 15.049 g
   69.00 15.132 g
   70.00 15.066 g
   72.00 15.112 g
   73.00 15.038 g
   74.00 14.978 g
   75.00 15.001 g
   76.00 15.100 g
   77.00 15.060 g
   78.00 15.047 g
   79.00 15.066 g
   80.00 15.049 g
   82.00 15.082 g
   83.00 15.063 g
   86.00 15.061 g
   87.00 15.041 g
   88.00 15.028 g
   89.00 15.037 g
   90.00 15.052 g
   93.00 15.178 g
   94.00 15.184 g
   95.00 15.221 g
   97.00 15.179 g
   98.00 15.250 g
   99.00 15.214 g
  100.00 15.228 g
  101.00 15.271 g
  102.00 15.265 g
  106.00 15.291 g
  107.00 15.258 g
  108.00 15.301 g
  109.00 15.254 g
  112.00 15.170 g
  113.00 15.115 g
  114.00 15.108 g
  115.00 15.111 g
  116.00 15.140 g
  118.00 15.111 g
  119.00 15.077 g
  120.00 15.021 g
  121.00 15.027 g
  122.00 15.095 g
  124.00 15.049 g
  125.00 15.076 g
  126.00 15.050 g
  127.00 15.087 g
  128.00 15.074 g
  129.00 15.066 g
  130.00 15.053 g
  131.00 15.056 g
  132.00 15.053 g
  133.00 15.048 g
  134.00 14.999 g
  135.00 14.954 g
  137.00 14.932 g
  138.00 14.944 g
  139.00 14.942 g
  140.00 14.977 g
  141.00 14.959 g
  142.00 14.937 g
  143.00 14.981 g
  144.00 14.983 g
  145.00 14.940 g
  148.00 14.932 g
  151.00 14.931 g
  158.00 14.929 g
  160.00 14.888 g
  161.00 14.889 g
  162.00 14.898 g
  163.00 14.908 g
  165.00 14.918 g
  166.00 14.904 g
  167.00 14.952 g
  169.00 14.927 g
  170.00 14.963 g
  171.00 14.960 g
  172.00 14.943 g
  173.00 14.926 g
  175.00 14.912 g
  176.00 14.893 g
  177.00 14.951 g
  178.00 14.936 g
  182.00 14.882 g
  186.00 14.921 g
  187.00 14.966 g
  190.00 14.877 g
  191.00 14.856 g
  536.00 14.841 g
  538.00 14.850 g
  539.00 14.841 g
  562.00 14.667 g
  563.00 14.680 g
  564.00 14.707 g
  567.00 14.673 g
  676.00 13.982 g
  719.00 14.471 g
  721.00 14.464 g
  725.00 14.441 g
  729.00 14.402 g
  736.00 14.386 g
  741.00 14.395 g
  752.00 14.390 g
  753.00 14.379 g
  767.00 14.356 g
  769.00 14.317 g
  770.00 14.285 g
  771.00 14.293 g
  783.00 14.327 g
  785.00 14.379 g
  797.00 14.398 g
  798.00 14.414 g
  799.00 14.371 g
  806.00 14.626 g
  808.00 14.627 g
  810.00 14.602 g
  812.00 14.546 g
  821.00 14.482 g
  822.00 14.535 g
  825.00 14.543 g
  826.00 14.536 g
  837.00 14.672 g
  841.00 14.812 g
  852.00 14.807 g
  855.00 14.844 g
  862.00 14.852 g
  865.00 14.787 g
  866.00 14.753 g
  867.00 14.755 g
  868.00 14.782 g
  869.00 14.796 g
  870.00 14.832 g
  871.00 14.812 g
  872.00 14.818 g
  873.00 14.810 g
  874.00 14.788 g
  875.00 14.818 g
  876.00 14.806 g
  877.00 14.887 g
  878.00 14.903 g
  879.00 14.877 g
  880.00 14.863 g
  882.00 14.993 g
  883.00 14.988 g
  884.00 15.048 g
  885.00 15.059 g
  886.00 15.089 g
  887.00 15.115 g
  888.00 15.130 g
  889.00 15.130 g
  890.00 15.096 g
  891.00 15.050 g
  892.00 15.031 g
  893.00 15.059 g
  894.00 15.098 g
  895.00 15.112 g
  896.00 15.081 g
  897.00 15.080 g
  898.00 15.065 g
  899.00 15.073 g
  900.00 15.012 g
  901.00 15.034 g
  902.00 15.027 g
  904.00 15.030 g
  905.00 15.042 g
  906.00 15.016 g
  907.00 15.030 g
  908.00 15.048 g
  909.00 15.067 g
  910.00 15.121 g
  911.00 15.106 g
  912.00 15.145 g
  913.00 15.096 g
  914.00 15.089 g
  915.00 15.018 g
  916.00 14.987 g
  917.00 15.040 g
  919.00 14.996 g
  920.00 15.037 g
  921.00 14.972 g
  922.00 14.971 g
  923.00 14.977 g
  925.00 14.978 g
  926.00 14.951 g
  927.00 14.931 g
  928.00 14.867 g
  930.00 14.865 g
  932.00 14.896 g
  934.00 14.843 g
  935.00 14.843 g
  945.00 14.918 g
  948.00 14.954 g
    0.00 14.348 r
   12.00 14.352 r
   13.00 14.347 r
   20.00 14.400 r
   21.00 14.428 r
   26.00 14.405 r
   29.00 14.380 r
   30.00 14.426 r
   31.00 14.359 r
   32.00 14.415 r
   33.00 14.449 r
   34.00 14.431 r
   37.00 14.429 r
   38.00 14.454 r
   39.00 14.450 r
   43.00 14.563 r
   44.00 14.569 r
   46.00 14.552 r
   47.00 14.493 r
   48.00 14.552 r
   49.00 14.569 r
   50.00 14.596 r
   52.00 14.607 r
   53.00 14.645 r
   54.00 14.662 r
   55.00 14.667 r
   56.00 14.632 r
   57.00 14.607 r
   58.00 14.644 r
   59.00 14.630 r
   60.00 14.629 r
   61.00 14.665 r
   62.00 14.694 r
   63.00 14.695 r
   64.00 14.667 r
   65.00 14.640 r
   66.00 14.637 r
   67.00 14.642 r
   68.00 14.642 r
   69.00 14.677 r
   70.00 14.665 r
   72.00 14.674 r
   73.00 14.631 r
   74.00 14.649 r
   75.00 14.648 r
   76.00 14.658 r
   77.00 14.686 r
   78.00 14.613 r
   79.00 14.641 r
   80.00 14.635 r
   82.00 14.670 r
   83.00 14.656 r
   86.00 14.643 r
   87.00 14.641 r
   88.00 14.631 r
   89.00 14.617 r
   90.00 14.644 r
   93.00 14.705 r
   94.00 14.719 r
   95.00 14.762 r
   97.00 14.781 r
   98.00 14.806 r
   99.00 14.803 r
  100.00 14.812 r
  101.00 14.817 r
  102.00 14.811 r
  104.00 14.817 r
  106.00 14.868 r
  107.00 14.823 r
  108.00 14.828 r
  109.00 14.819 r
  112.00 14.716 r
  113.00 14.721 r
  114.00 14.687 r
  115.00 14.713 r
  116.00 14.721 r
  118.00 14.701 r
  119.00 14.636 r
  120.00 14.681 r
  121.00 14.675 r
  122.00 14.675 r
  124.00 14.634 r
  125.00 14.643 r
  126.00 14.616 r
  127.00 14.664 r
  128.00 14.669 r
  129.00 14.655 r
  130.00 14.624 r
  131.00 14.627 r
  132.00 14.620 r
  133.00 14.634 r
  134.00 14.583 r
  135.00 14.548 r
  137.00 14.522 r
  138.00 14.529 r
  140.00 14.524 r
  141.00 14.510 r
  142.00 14.544 r
  143.00 14.586 r
  144.00 14.574 r
  145.00 14.565 r
  148.00 14.527 r
  151.00 14.526 r
  158.00 14.506 r
  160.00 14.484 r
  161.00 14.461 r
  162.00 14.470 r
  163.00 14.501 r
  165.00 14.468 r
  166.00 14.455 r
  167.00 14.492 r
  169.00 14.539 r
  170.00 14.524 r
  171.00 14.508 r
  172.00 14.505 r
  173.00 14.471 r
  175.00 14.462 r
  176.00 14.465 r
  177.00 14.446 r
  178.00 14.495 r
  182.00 14.444 r
  186.00 14.510 r
  187.00 14.497 r
  190.00 14.451 r
  191.00 14.437 r
  212.00 14.635 r
  536.00 14.413 r
  538.00 14.376 r
  539.00 14.414 r
  562.00 14.240 r
  563.00 14.230 r
  564.00 14.257 r
  567.00 14.217 r
  676.00 13.654 r
  719.00 14.124 r
  721.00 14.101 r
  725.00 14.089 r
  729.00 14.021 r
  736.00 13.962 r
  741.00 14.026 r
  752.00 14.005 r
  753.00 14.006 r
  767.00 14.000 r
  769.00 13.950 r
  770.00 13.916 r
  771.00 13.916 r
  783.00 13.960 r
  785.00 13.996 r
  797.00 14.024 r
  798.00 14.034 r
  799.00 13.986 r
  806.00 14.174 r
  808.00 14.194 r
  810.00 14.141 r
  812.00 14.081 r
  821.00 14.076 r
  822.00 14.120 r
  825.00 14.145 r
  826.00 14.145 r
  837.00 14.264 r
  841.00 14.394 r
  852.00 14.421 r
  855.00 14.418 r
  862.00 14.412 r
  865.00 14.354 r
  866.00 14.334 r
  867.00 14.347 r
  868.00 14.360 r
  869.00 14.386 r
  870.00 14.385 r
  871.00 14.376 r
  872.00 14.380 r
  873.00 14.342 r
  874.00 14.341 r
  875.00 14.346 r
  876.00 14.425 r
  877.00 14.441 r
  878.00 14.463 r
  879.00 14.463 r
  880.00 14.481 r
  881.00 14.545 r
  882.00 14.554 r
  883.00 14.550 r
  884.00 14.593 r
  885.00 14.614 r
  886.00 14.656 r
  887.00 14.675 r
  888.00 14.683 r
