0.08496,-32.35028,18.20000,111.13702,29.20108,2.89768
0.27208,-15.85194,18.10000,115.17203,23.28130,2.06439
0.28592,19.24283,21.60000,92.04936,29.51539,3.11875
0.32504,-7.77408,17.90000,85.03172,34.70934,2.10906
0.33954,-0.19442,19.60000,66.53921,38.42514,1.38772
0.48858,-10.52147,17.80000,111.06540,29.74188,3.58713
0.73817,-0.41308,19.70000,97.29636,35.05664,2.05401
0.83058,21.49572,20.10000,66.07697,25.48648,3.14591
1.02033,-11.81611,18.80000,94.93253,30.56997,1.76472
1.06738,46.25506,20.40000,83.39870,27.61066,2.39026
1.14850,-47.60542,15.90000,64.59921,33.10086,1.82155
1.14896,20.32850,21.60000,103.86559,34.79502,2.20920
1.32471,-16.80131,18.40000,94.22348,35.13757,2.16106
1.33421,5.40303,16.20000,78.99622,32.85085,2.74784
1.48825,38.33756,17.60000,93.37297,32.94970,2.34823
1.55788,-6.39311,17.90000,96.09592,27.14238,2.88397
1.58221,-42.75517,18.50000,90.71526,36.10886,2.55475
1.58454,10.86436,15.60000,88.72759,27.54646,2.60010
1.70329,24.37681,18.80000,127.24422,16.74649,3.00494
1.83575,-61.21842,19.30000,82.80795,38.54886,3.34482
1.99988,47.20214,18.20000,76.71744,24.89161,2.01758
2.00154,-23.65497,15.80000,78.76981,34.59969,2.90227
2.14742,-23.65772,16.80000,83.90477,28.28193,2.06371
2.15642,-46.32800,16.60000,77.00031,37.57723,2.09236
2.26633,6.47261,18.90000,132.95033,28.03269,1.46789
2.32104,6.43186,19.00000,67.92679,25.83068,2.51326
2.34488,50.50794,19.40000,121.07948,34.24963,1.30404
2.61979,20.79725,19.30000,110.09167,39.95296,2.99893
2.62917,10.97489,15.80000,101.06060,31.81427,2.84897
2.64163,17.40528,16.70000,95.25335,25.45739,2.28901
2.64883,-30.46317,18.80000,97.32272,31.92027,2.87678
2.68825,-29.75367,18.80000,114.32315,32.19020,2.02716
2.75508,-26.20889,18.80000,133.40550,28.76813,3.32381
2.81133,-36.34428,21.30000,108.66215,26.66575,1.80648
2.87667,0.96444,20.70000,116.54526,25.40564,2.17447
3.14108,-16.46869,15.00000,97.08281,24.88347,2.51482
3.19733,33.89406,20.40000,120.99076,31.50443,2.50519
3.24950,-39.90717,18.90000,48.09122,32.02954,1.96320
3.33625,-15.22978,19.20000,42.33099,28.22066,1.18804
3.47546,-4.39781,19.70000,101.85994,27.83624,2.51088
3.48350,-18.90181,13.40000,69.04063,33.74910,1.98108
3.48483,19.17833,17.70000,81.57009,20.66490,2.33371
3.54763,-50.37636,18.70000,90.10963,35.89904,2.17702
3.58233,8.90039,17.20000,77.67884,29.66393,2.34219
3.65813,-30.98867,19.30000,69.88210,26.55869,2.15211
3.67554,58.03367,19.00000,64.71462,31.13520,2.20115
3.76033,-18.21408,19.60000,40.99691,24.28751,2.68548
3.86654,35.61100,19.80000,105.70281,37.12639,1.88373
3.91658,17.01139,21.00000,67.34263,28.40600,1.33057
4.04621,-0.25344,19.90000,115.06371,34.66258,2.39383
4.28525,81.58561,15.90000,113.79438,38.27788,2.43361
4.39921,-5.21156,17.60000,69.34109,31.46686,2.55585
4.40375,14.85053,17.80000,98.19313,32.44352,2.32164
4.49583,-27.80586,19.30000,124.78870,31.52612,2.09706
4.61579,29.79189,18.40000,101.86579,20.73202,2.45265
4.83575,-81.88092,16.10000,94.44397,36.81141,2.22101
4.90767,20.36272,20.30000,99.38828,18.58523,2.37240
4.91575,26.04789,15.80000,78.71706,27.89872,1.44444
4.92783,-30.52200,19.30000,86.48846,37.12662,2.28726
4.94071,73.45842,18.20000,132.58496,28.31001,2.91800
5.38558,-25.84700,17.50000,43.45088,28.96725,2.08926
5.42604,-9.01231,19.30000,104.95848,30.93244,2.13072
5.50033,-51.67339,15.90000,84.16016,38.14722,2.08591
5.50396,0.11611,18.60000,70.31065,26.97445,1.80412
5.52758,45.42614,20.70000,82.65130,27.75349,2.37366
5.53863,-18.89300,18.60000,85.26067,32.86309,1.31287
5.63517,6.13456,18.50000,113.35887,35.76685,2.61897
5.89767,44.94328,21.70000,93.24861,35.01052,2.64513
6.00529,16.04278,18.90000,105.04330,32.87938,2.75093
6.11387,24.65739,21.70000,84.72600,33.26971,2.32796
6.18837,3.81769,19.60000,92.33521,33.19516,1.01094
6.19150,-4.20047,20.50000,103.94999,30.63982,2.60459
6.35104,-22.46322,18.70000,120.50582,32.14280,2.32859
6.64842,-46.01936,17.50000,109.43161,23.78888,2.30114
6.71429,-11.21458,19.10000,66.33579,23.16858,2.51175
6.81404,22.69953,16.40000,60.68924,33.38730,1.76775
6.86250,26.11853,18.30000,102.44568,33.50524,2.65131
7.14254,24.13567,18.80000,103.45448,32.79673,2.20179
7.16600,0.59481,19.60000,91.94500,28.78683,1.64750
7.17308,-70.75439,16.70000,68.06812,32.90519,3.07083
7.26492,5.15967,18.50000,94.91534,25.24063,2.75224
7.44121,5.91136,18.90000,84.47019,26.76468,2.81426
7.53283,-0.00200,19.50000,63.13531,32.78601,1.98971
7.57287,-42.41289,18.20000,81.12251,33.52059,1.57329
7.85137,-39.38039,19.80000,99.28343,23.97371,1.78926
7.86687,-41.13769,18.20000,114.85870,30.17542,2.23606
8.13754,-26.82172,18.40000,64.07902,35.31929,3.10945
8.13779,-28.82231,16.20000,133.23331,32.85005,2.52529
8.39317,-19.35914,16.30000,70.07283,17.12395,0.97940
8.68121,27.90714,18.40000,82.92657,23.55397,1.93364
8.81129,15.25117,16.80000,48.18499,21.59853,1.84520
8.96925,59.83453,17.20000,102.48414,29.78223,2.28917
9.02896,-9.54156,18.80000,108.24773,38.72972,1.68806
9.31179,-21.75686,19.60000,52.60193,32.90325,2.56699
9.34808,21.69814,20.90000,109.51888,23.32803,2.61222
9.46200,12.63889,16.00000,55.62054,37.08036,1.89600
9.53537,0.22683,19.30000,60.09344,37.13634,2.26579
9.56137,-24.98394,19.10000,95.59390,25.41043,2.03676
9.58663,-3.49967,17.20000,86.76363,33.86835,1.75108
9.60350,41.61842,20.30000,75.92707,33.01616,1.40096
9.62033,18.93825,19.50000,89.13190,36.15018,1.68411
9.77617,-9.71300,20.70000,63.04118,23.11554,2.79688
9.88158,-11.18400,19.00000,115.74533,26.94621,2.82985
9.91504,14.19931,19.80000,61.06223,37.93556,2.65152
10.05754,40.83464,19.90000,87.29520,24.96811,1.01183
10.06837,-27.31989,18.00000,98.81291,28.56408,2.01161
10.10375,-23.66683,17.30000,129.78470,31.72033,1.56731
10.12771,-32.42225,19.50000,102.69231,29.76683,1.92903
10.24004,-1.77553,18.30000,100.41410,34.00388,3.28366
10.50500,-40.51089,19.30000,86.92755,37.27552,1.73436
10.51896,23.33369,20.60000,93.54333,21.73986,2.01006
